PLAYER_NAME,AVG_APPROACH_BIRDIE_OR_BETTER,AVG_APPROACH_BOGEY_OR_WORSE,AVG_APPROACH_PAR,AVG_APPROACH_SHOT_DISTANCE,FAIRWAY_APPROACH_RTP,GIR_PCT_FAIRWAY_BUNKER,GIR_PCT_FAIRWAY,GIR_PCT_OTHER,GIR_PCT_OVERALL,GIR_PCT_100-125,GIR_PCT_OVER_100,GIR_PCT_125-150,GIR_PCT_150-175,GIR_PCT_175-200,GIR_PCT_OVER_200,GIR_PCT_75-100,GIR_PCT_UNDER_100,GIR_PCT_UNDER_125,GIR_PCT_UNDER_75,GREEN_PCT_SAND_SAVES,GREEN_PCT_SCRAMBLE,GREEN_PCT_SCRAMBLE_FRINGE,GREEN_PCT_SCRAMBLE_ROUGH,GREEN_PCT_SCRAMBLE_SAND,FINISHES_FEDEXCUP_BONUS,FINISHES_OFFICIAL_MONEY,FINISHES_TOP10,FINISHES_OFFICIAL_UNOFFICIAL_MONEY,TEE_AVG_APEX,TEE_AVG_BALL_SPEED,TEE_BALL_STRIKING,TEE_AVG_CARRY,TEE_LONGEST_CARRY_DISTANCE,TEE_AVG_CARRY_EFF,TEE_AVG_CLUB_HEAD_SPEED,TEE_AVG_DISTANCE_FROM_CENTER_FR,TEE_DRIVING_ACCURACY_PCT,TEE_AVG_DRIVING_DISTANCE,TEE_AVG_FAIRWAY_BUNKER_TENDENCY_PCT,TEE_AVG_FIR_PCT,TEE_AVG_LAUNCH_ANGLE,TEE_AVG_LEFT_ROUGH_TENDENCY_PCT,TEE_LONGEST_DRIVES,TEE_AVG_RIGHT_ROUGH_TENDENCY_PCT,TEE_AVG_SMASH_FACTOR,TEE_AVG_SPIN_RATE,PUTTING_AVG_ONE_PUTTS,PUTTING_AVG_TWO_PUTTS,PUTTING_AVG_THREE_PUTTS,PUTTING_APPROACH_PERFORMANCE,PUTTING_AVG_DIST_BIRDIE,PUTTING_AVG_DIST_EAGLE,PUTTING_AVG_DIST_MADE,PUTTING_PCT_BIRDIE_OR_BETTER,PUTTING_AVG_OVERALL,PUTTING_AVG_PUTTS,SCORING_AVG_BIRDIES,SCORING_PCT_BIRDIE_OR_BETTER,SCORING_BIRDIE_BOGEY_RATIO,SCORING_BOGEY_AVERAGE,SCORING_EAGLES_PER_HOLE,SCORING_PAR3_AVERAGE,SCORING_PAR4_AVERAGE,SCORING_PAR5_AVERAGE,SCORING_ROUNDS_IN_60S,SCORING_AVG_OVERALL,SCORING_TOTAL_BIRDIES,SCORING_TOTAL_EAGLES,STREAKS_CUTS_MADE,STREAKS_FIRS_MADE,STREAKS_GIRS_MADE,STREAKS_HOLES_UNDER_PAR
Danny Willett,181.6,171.9,166.6,170.7,-0.07400000000000001,40.0,75.48,48.4,62.5,75.41,56.42,61.11,57.48,50.54,41.98,75.86,85.0,81.77,87.91,56.76,54.07,100.0,45.83,63.16,70000.0,621028,1.0,"$621,028","115' 4""",170.28,326.0,286.7,337.4,2.541,112.84,"24' 4""",55.36,301.2,5.7,55.81,12.53,17.77,376.0,17.31,1.509,2362.3,7.53,9.73,,"2' 5""","9' 6""",,"73' 5""",31.33,1.599,28.78,3.63,20.28,1.01,3.18,1.0,3.14,4.07,4.73,9.0,71.805,145.0,1.0,,2.0,2.0,3.0
Sung Kang,181.6,163.9,166.9,169.3,-0.055,49.2,76.94,55.41,65.3,71.43,60.35,73.1,58.26,51.3,45.32,76.0,85.11,80.16,87.57,44.44,54.17,92.86,51.05,40.0,110000.0,1560024,2.0,"$1,560,024","118' 1""",172.19,249.0,286.6,353.7,2.502,114.58,"25' 11""",55.63,303.4,7.1,55.28,12.55,15.21,408.0,18.0,1.503,2404.2,6.79,10.25,0.01,"2' 4""","9' 5""","38' 8""","69' 10""",29.86,1.626,29.27,3.64,20.7,1.08,3.0,6.0,3.12,4.07,4.65,25.0,71.48899999999998,266.0,6.0,,0.0,0.0,3.0
Bubba Watson,181.6,165.3,162.7,167.2,-0.101,52.9,80.68,53.75,67.68,73.45,63.75,68.28,68.84,57.43,47.11,84.13,81.35,78.9,80.42,45.36,58.07,84.85,59.06,43.86,165000.0,1565323,3.0,"$1,756,573","101' 9""",180.69,117.0,293.2,369.5,2.406,121.88,"23' 11""",57.93,311.0,6.4,57.65,8.61,15.55,431.0,15.93,1.482,2745.4,6.76,10.58,,"2' 0""","9' 2""","21' 6""","69' 8""",29.5,1.619,29.14,3.67,21.13,1.36,2.59,9.0,3.12,3.98,4.62,33.0,70.308,242.0,9.0,4.0,2.0,0.0,4.0
Matt Jones,181.7,167.0,159.3,165.2,-0.084,51.5,76.79,54.15,66.23,73.24,61.53,67.14,68.24,49.51,47.06,82.69,86.19,80.97,87.34,58.33,58.01,86.96,56.93,55.45,105000.0,996369,2.0,"$996,369","92' 3""",172.78,246.0,279.6,339.9,2.431,115.02,"24' 2""",59.17,297.3,7.6,60.27,8.55,12.79,369.0,15.15,1.506,2757.7,7.01,10.25,,"2' 1""","9' 2""","39' 7""","72' 1""",31.01,1.618,29.13,3.76,21.42,1.29,2.68,7.0,3.1,4.04,4.52,30.0,70.817,286.0,7.0,2.0,1.0,0.0,5.0
Matt Kuchar,182.0,169.8,162.8,167.7,-0.092,53.7,76.64,47.96,64.98,75.0,61.06,71.62,65.61,51.79,43.8,77.08,84.91,81.38,88.29,58.43,60.91,91.67,59.15,55.07,150000.0,1515585,1.0,"$1,623,585","96' 5""",163.14,276.0,271.0,320.5,2.487,108.98,"25' 11""",65.82,282.9,6.0,66.08,10.93,15.43,374.0,9.9,1.497,2549.0,7.38,10.13,,"2' 1""","9' 3""","24' 3""","72' 0""",31.65,1.579,28.43,3.79,21.53,1.44,2.41,5.0,3.05,4.0,4.62,27.0,70.312,212.0,5.0,2.0,2.0,2.0,4.0
Collin Morikawa,182.1,166.7,166.4,170.2,-0.155,56.1,77.93,54.4,69.03,80.14,64.8,72.69,62.82,58.72,52.5,92.45,88.41,85.22,87.22,53.97,59.42,97.73,53.96,52.17,1900000.0,5250868,7.0,"$5,250,868","111' 6""",168.1,59.0,283.1,321.1,2.4930000000000003,113.56,"23' 0""",65.54,297.3,5.7,65.33,11.97,12.26,379.0,14.57,1.48,2303.3,7.19,10.0,0.03,"2' 3""","9' 4""","7' 6""","72' 1""",32.66,1.61,28.99,4.05,23.61,1.56,2.48,16.0,3.01,4.0,4.52,39.0,69.85600000000001,324.0,16.0,2.0,1.0,0.0,4.0
Hideki Matsuyama,183.0,161.3,166.0,169.2,-0.127,55.4,82.65,54.5,68.54,72.31,63.44,71.56,67.3,63.74,37.5,79.55,85.65,80.64,87.21,55.04,63.72,85.29,62.5,52.44,582500.0,3665825,5.0,"$3,685,825","105' 9""",172.99,132.0,288.6,350.9,2.496,115.63,"24' 11""",56.98,304.4,6.6,56.52,10.57,14.1,396.0,18.48,1.497,2412.4,7.22,9.86,,"2' 3""","9' 6""","12' 5""","69' 8""",32.05,1.598,28.77,4.04,23.35,1.68,2.27,12.0,3.04,3.97,4.53,42.0,69.766,299.0,12.0,5.0,0.0,4.0,5.0
Jason Day,183.1,169.5,160.2,166.3,-0.151,55.9,79.13,46.77,64.78,71.01,58.85,62.94,67.88,52.68,33.33,82.05,86.23,81.16,87.88,65.49,62.8,85.19,54.63,66.67,154000.0,1943898,5.0,"$2,153,898","108' 3""",174.07,300.0,289.9,319.9,2.466,117.58,"23' 5""",55.9,299.7,6.1,55.23,10.66,16.79,388.0,17.87,1.481,2410.4,7.47,9.92,,"2' 1""","9' 8""","2' 3""","72' 7""",31.28,1.581,28.45,3.75,21.38,1.45,2.38,5.0,2.98,4.04,4.59,25.0,70.163,199.0,5.0,,1.0,1.0,4.0
Scott Brown,183.1,164.7,162.5,167.0,-0.075,50.0,74.13,47.6,64.5,65.12,59.02,67.27,58.88,55.56,48.36,81.82,86.06,78.88,88.18,44.12,59.66,86.05,60.61,47.37,101000.0,963412,1.0,"$963,412","96' 5""",165.9,238.0,272.7,306.0,2.444,111.57,"24' 0""",67.37,288.5,4.3,67.82,10.74,12.21,362.0,12.36,1.4880000000000002,2458.1,6.92,10.23,,"2' 2""","10' 8""","1' 4""","71' 6""",28.34,1.621,29.17,3.41,19.27,1.13,2.77,4.0,3.02,4.08,4.64,25.0,71.572,218.0,4.0,,1.0,3.0,4.0
Sergio Garcia,183.2,161.5,163.7,167.8,-0.1,72.7,77.36,60.17,68.31,80.25,62.35,61.36,60.71,51.72,57.89,73.81,85.81,83.84,90.57,55.07,59.36,87.5,49.28,55.56,70000.0,658935,1.0,"$658,935","104' 9""",175.7,73.0,287.7,348.0,2.41,119.39,"24' 1""",60.62,305.8,4.9,59.33,9.59,17.98,429.0,13.71,1.472,2817.9,6.91,10.18,0.02,"2' 3""","8' 0""",,"64' 0""",30.0,1.63,29.34,3.84,21.59,1.36,2.57,2.0,3.13,3.98,4.64,14.0,70.574,169.0,2.0,,2.0,0.0,3.0
Scott Piercy,183.4,170.2,158.8,165.6,-0.055,69.2,72.92,54.81,64.73,80.19,58.62,62.42,60.56,51.45,39.5,76.36,82.87,81.88,85.71,36.19,57.28,87.23,59.85,35.71,101000.0,809871,1.0,"$809,871","96' 4""",167.87,219.0,274.8,318.7,2.462,111.58,"24' 10""",62.68,297.2,5.6,61.64,11.44,11.35,381.0,19.11,1.503,2436.8,6.88,10.56,,"2' 1""","8' 7""","27' 5""","67' 4""",28.89,1.614,29.05,3.41,19.53,1.17,2.68,7.0,3.1,4.03,4.68,24.0,71.306,225.0,7.0,2.0,2.0,2.0,4.0
Carlos Ortiz,183.5,161.3,163.4,167.2,-0.1,45.3,78.32,56.89,66.74,77.69,62.68,65.46,66.28,57.92,43.7,83.87,85.43,82.76,85.95,48.67,62.65,91.89,61.58,50.0,160000.0,1631474,3.0,"$1,631,474","98' 3""",174.54,255.0,284.8,348.9,2.446,116.42,"24' 1""",55.36,300.3,5.8,54.8,9.13,16.98,378.0,17.75,1.501,2713.3,7.14,10.13,0.01,"2' 4""","9' 10""","12' 4""","71' 10""",30.15,1.596,28.74,3.71,21.53,1.48,2.36,12.0,3.03,4.0,4.63,33.0,70.528,267.0,12.0,,0.0,0.0,3.0
Dylan Frittelli,183.5,164.9,164.7,168.7,-0.077,41.5,74.64,54.0,65.79,71.53,60.87,72.32,60.71,56.16,45.57,71.67,81.51,77.87,84.83,50.69,61.78,92.68,58.28,50.53,153000.0,1507497,3.0,"$1,507,497","107' 9""",170.78,280.0,283.2,331.8,2.497,113.44,"25' 1""",60.8,291.3,6.8,61.09,9.75,14.2,377.0,15.04,1.505,2858.6,7.26,9.82,0.01,"2' 4""","9' 1""","24' 2""","71' 0""",30.27,1.598,28.77,3.76,21.41,1.32,2.62,8.0,3.09,4.01,4.62,31.0,70.63,308.0,8.0,,6.0,1.0,4.0
Viktor Hovland,183.7,159.4,160.8,165.8,-0.142,37.9,80.21,53.03,68.47,76.52,64.51,70.92,64.42,58.17,50.38,78.95,85.17,81.82,87.5,45.45,56.67,92.5,51.91,44.94,497500.0,1982275,3.0,"$2,079,775","111' 2""",168.99,76.0,283.7,333.1,2.508,113.14,"22' 6""",63.24,299.3,8.1,61.73,12.01,13.33,381.0,13.09,1.494,2488.9,7.14,10.26,0.01,"2' 2""","9' 0""","12' 3""","73' 11""",32.6,1.6,28.8,3.97,23.12,1.51,2.42,14.0,3.02,3.99,4.6,41.0,70.06,294.0,14.0,12.0,0.0,4.0,4.0
Adam Scott,183.7,176.4,168.0,172.6,-0.112,50.0,82.59,52.34,68.13,80.0,63.01,75.0,65.71,53.41,43.59,63.64,82.3,81.5,86.81,55.07,60.09,95.0,66.67,53.66,171000.0,2272434,1.0,"$2,272,434","100' 3""",177.63,143.0,288.1,358.2,2.437,118.23,"24' 11""",55.49,308.1,3.9,54.59,9.36,18.6,400.0,17.87,1.5,2719.1,7.11,10.37,0.03,"2' 2""","9' 9""","27' 2""","75' 4""",31.18,1.601,28.82,3.79,22.08,1.57,2.26,7.0,3.01,3.98,4.64,19.0,69.977,144.0,7.0,3.0,0.0,0.0,4.0
Denny McCarthy,184.2,167.4,168.8,172.3,-0.12,40.8,80.27,48.31,67.46,75.0,63.14,73.3,65.7,57.81,48.52,81.63,87.44,83.17,89.33,49.64,56.98,90.32,56.08,50.94,110000.0,1178557,4.0,"$1,178,557","101' 11""",169.81,203.0,277.0,309.6,2.455,112.86,"23' 4""",61.6,293.8,5.4,62.76,11.08,12.82,363.0,15.14,1.509,2532.6,7.35,10.06,,"2' 4""","10' 10""","15' 7""","85' 4""",34.19,1.589,28.61,4.22,23.95,1.52,2.55,7.0,3.02,3.99,4.61,34.0,70.454,325.0,7.0,6.0,4.0,2.0,4.0
Xander Schauffele,184.3,171.0,165.9,170.7,-0.14,55.6,83.93,57.58,70.87,79.13,65.83,70.44,66.19,62.71,50.76,79.69,87.4,84.82,90.0,56.44,66.49,91.67,64.29,59.7,4500000.0,3813636,7.0,"$3,928,636","96' 8""",175.73,25.0,288.4,348.8,2.4530000000000003,117.54,"25' 5""",60.31,305.4,6.3,59.6,9.08,16.51,387.0,13.23,1.495,2484.4,7.61,9.73,,"2' 5""","9' 1""","16' 10""","75' 6""",33.3,1.597,28.74,4.24,23.97,2.0,1.93,5.0,3.09,3.94,4.45,42.0,69.227,297.0,5.0,14.0,0.0,1.0,4.0
Harris English,184.6,164.5,167.2,170.8,-0.138,63.8,79.45,58.72,70.91,76.74,66.96,72.86,71.68,60.18,54.29,79.25,90.52,85.29,94.3,51.3,65.33,96.77,66.18,56.0,682500.0,3299366,6.0,"$3,299,366","97' 0""",174.3,43.0,285.4,319.8,2.469,115.61,"23' 5""",61.75,300.9,6.1,61.96,8.9,15.28,374.0,13.38,1.508,2794.5,7.13,10.26,0.01,"2' 3""","9' 10""","23' 0""","75' 10""",30.44,1.594,28.7,4.03,22.81,1.93,1.97,6.0,2.94,3.96,4.61,44.0,69.49600000000001,306.0,6.0,8.0,0.0,2.0,5.0
Rory McIlroy,184.7,168.3,167.6,171.8,-0.165,43.2,84.08,50.41,67.78,75.96,61.18,69.87,59.68,52.52,48.15,77.55,87.16,83.54,89.94,45.16,60.63,80.56,57.27,45.16,960000.0,4408415,7.0,"$4,468,415","126' 3""",178.24,128.0,303.3,366.2,2.551,118.88,"23' 11""",56.34,314.0,5.2,55.73,12.65,17.54,412.0,16.55,1.5,2232.5,7.38,9.87,,"2' 3""","8' 1""","20' 5""","70' 3""",34.47,1.587,28.57,4.2,24.54,1.68,2.42,13.0,3.01,3.96,4.54,36.0,69.219,252.0,13.0,19.0,0.0,0.0,4.0
Talor Gooch,184.8,167.4,165.9,170.3,-0.129,52.1,79.35,52.48,67.07,74.6,63.6,70.13,70.45,56.83,45.03,71.15,88.05,83.24,93.1,51.02,57.32,93.55,50.28,51.33,151000.0,1398171,2.0,"$1,398,171","94' 10""",175.21,215.0,284.0,323.8,2.401,118.28,"25' 8""",58.35,298.2,7.0,58.39,8.91,14.57,370.0,16.4,1.481,2590.7,7.05,10.46,,"2' 3""","9' 7""","18' 4""","75' 8""",31.07,1.604,28.87,3.83,21.69,1.41,2.41,6.0,3.01,4.02,4.63,38.0,70.535,318.0,6.0,3.0,0.0,5.0,6.0
Paul Casey,185.2,169.5,167.0,171.0,-0.084,55.6,80.12,59.65,70.63,82.43,65.52,76.74,64.64,56.1,51.96,83.67,85.96,84.92,86.82,47.5,60.14,100.0,56.48,50.0,162000.0,1868952,1.0,"$1,868,952","100' 6""",175.12,15.0,287.9,335.1,2.475,116.35,"25' 9""",63.6,307.2,4.4,64.78,10.18,15.51,397.0,12.28,1.505,2465.3,6.55,10.8,,"2' 2""","8' 3""","18' 3""","66' 6""",28.49,1.645,29.61,3.64,20.83,1.52,2.18,6.0,3.13,3.98,4.55,32.0,70.373,204.0,6.0,5.0,1.0,1.0,3.0
Bryson DeChambeau,186.1,162.6,161.2,167.7,-0.16,50.0,80.52,53.78,68.46,70.77,64.05,65.96,63.87,61.97,56.8,72.0,81.4,78.38,84.19,62.89,63.92,88.46,57.69,67.69,478000.0,4998495,9.0,"$5,105,495","140' 4""",184.73,87.0,314.1,400.1,2.513,125.0,"24' 10""",57.37,322.1,3.3,58.45,12.32,18.31,428.0,15.96,1.465,2455.4,7.77,9.66,,"2' 3""","9' 10""","24' 11""","82' 2""",35.52,1.57,28.26,4.42,25.18,1.94,2.13,7.0,3.01,3.93,4.54,36.0,69.241,274.0,7.0,2.0,0.0,0.0,4.0
Matthew Wolff,186.1,155.8,163.5,167.4,-0.124,47.1,81.18,50.59,66.82,72.22,61.95,62.25,62.9,63.69,46.72,72.46,82.91,79.55,86.41,43.48,57.01,86.84,55.71,47.22,183000.0,2224348,2.0,"$2,321,848","117' 6""",180.92,124.0,303.8,344.9,2.504,121.32,"25' 11""",58.98,311.6,5.9,60.62,10.3,16.19,400.0,12.97,1.491,2387.2,7.04,10.36,,"2' 3""","8' 6""","23' 10""","72' 0""",32.17,1.619,29.15,3.86,21.92,1.35,2.58,6.0,3.06,4.02,4.63,34.0,70.726,286.0,6.0,6.0,2.0,11.0,6.0
Aaron Wise,186.5,167.8,161.6,167.8,-0.08800000000000001,48.6,82.49,55.56,72.1,83.12,69.34,67.0,68.42,65.38,64.41,75.86,86.05,84.95,89.0,52.38,56.19,78.57,57.47,46.34,70000.0,355972,2.0,"$355,972","110' 11""",172.24,59.0,289.1,328.0,2.513,115.05,"24' 5""",59.94,301.5,7.4,59.15,12.15,12.13,359.0,17.23,1.497,2221.9,6.31,10.47,,"2' 5""","11' 4""",,"75' 10""",29.21,1.669,30.04,3.93,22.35,1.34,2.69,4.0,2.99,4.05,4.58,18.0,70.899,177.0,4.0,,0.0,2.0,3.0
Jon Rahm,187.8,161.7,161.8,168.2,-0.189,60.0,83.5,50.5,70.31,76.52,65.64,74.21,68.02,55.71,47.93,80.36,86.31,82.84,88.11,58.82,64.52,90.0,65.08,59.65,3000000.0,5959819,8.0,"$6,359,819","123' 1""",175.89,20.0,297.1,350.0,2.511,118.33,"23' 8""",63.11,307.6,5.6,63.16,11.46,13.53,415.0,14.04,1.487,2426.4,7.38,10.12,0.02,"2' 2""","9' 1""","13' 8""","73' 8""",33.38,1.581,28.47,4.22,24.33,2.07,1.86,9.0,2.99,3.95,4.46,35.0,69.127,245.0,9.0,9.0,1.0,1.0,5.0
Gary Woodland,188.0,161.2,165.1,169.9,-0.13699999999999998,39.5,77.74,54.47,68.19,73.63,63.52,71.25,63.72,59.6,49.57,75.0,82.13,79.53,84.77,47.62,60.0,90.63,63.16,46.97,168000.0,2195131,6.0,"$2,332,631","105' 5""",180.69,88.0,293.4,337.4,2.4130000000000003,121.59,"25' 7""",60.02,305.4,5.8,58.38,9.23,14.32,400.0,17.16,1.486,2645.6,7.08,10.4,,"2' 2""","9' 10""","19' 2""","79' 10""",32.63,1.608,28.95,4.06,23.12,1.61,2.24,6.0,3.0,4.01,4.53,31.0,69.93,252.0,6.0,,2.0,0.0,4.0
Matt Wallace,188.9,155.0,161.4,166.2,-0.068,47.1,77.37,52.6,63.64,85.29,59.35,63.71,61.35,52.5,37.04,72.5,83.54,84.07,87.29,59.3,58.33,95.83,58.82,63.08,70000.0,800993,1.0,"$800,993","114' 2""",172.83,317.0,289.7,346.9,2.515,115.2,"24' 10""",53.08,301.7,6.1,52.8,11.78,18.08,382.0,19.89,1.504,2618.2,7.3,9.93,,"2' 5""","8' 11""","17' 1""","70' 11""",30.62,1.596,28.73,3.66,20.71,1.18,2.66,3.0,3.07,4.07,4.65,13.0,71.206,161.0,3.0,,0.0,0.0,4.0
Wyndham Clark,188.9,156.6,163.0,167.3,-0.055,57.1,74.04,52.22,62.57,72.09,54.72,55.97,56.63,51.91,39.81,63.83,80.65,77.94,86.33,53.4,57.66,96.43,53.57,45.07,101000.0,814737,1.0,"$814,737","116' 1""",180.38,308.0,294.8,330.0,2.459,119.93,"26' 6""",52.18,305.1,6.7,48.96,11.31,17.76,399.0,20.0,1.504,2462.5,7.75,9.51,0.02,"2' 5""","9' 6""","12' 9""","78' 8""",33.72,1.581,28.46,3.8,21.95,1.21,2.79,9.0,3.07,4.09,4.52,21.0,71.243,232.0,9.0,,1.0,1.0,3.0
Tommy Fleetwood,189.5,168.5,165.7,171.6,-0.056,50.0,77.71,53.95,67.22,66.0,58.59,65.71,67.71,50.52,45.07,77.42,83.64,78.13,86.08,56.92,56.36,84.0,56.45,48.28,105000.0,1025676,1.0,"$1,025,676","119' 9""",175.22,95.0,297.3,347.1,2.56,116.12,"23' 2""",61.33,309.6,4.1,60.98,11.77,14.99,385.0,14.99,1.508,2396.7,6.85,10.15,,"2' 2""","11' 8""","34' 7""","79' 0""",30.37,1.617,29.1,3.88,22.08,1.31,2.83,4.0,3.02,3.97,4.78,17.0,70.259,155.0,4.0,4.0,5.0,2.0,4.0
